Customer_id,Target
CTSP064219,0
CTSP064220,0
CTSP064221,0
CTSP064222,0
CTSP064223,0
CTSP064224,0
CTSP064225,0
CTSP064226,0
CTSP064227,0
CTSP064228,0
CTSP064229,0
CTSP064230,0
CTSP064231,0
CTSP064232,0
CTSP064233,0
CTSP064234,0
CTSP064235,0
CTSP064236,0
CTSP064237,0
CTSP064238,0
CTSP064239,0
CTSP064240,0
CTSP064241,0
CTSP064242,0
CTSP064243,0
CTSP064244,0
CTSP064245,0
CTSP064246,0
CTSP064247,0
CTSP064248,0
CTSP064249,0
CTSP064250,0
CTSP064251,0
CTSP064252,0
CTSP064253,0
CTSP064254,0
CTSP064255,0
CTSP064256,0
CTSP064257,0
CTSP064258,0
CTSP064259,0
CTSP064260,0
CTSP064261,0
CTSP064262,0
CTSP064263,0
CTSP064264,0
CTSP064265,0
CTSP064266,0
CTSP064267,0
CTSP064268,0
CTSP064269,0
CTSP064270,0
CTSP064271,0
CTSP064272,0
CTSP064273,0
CTSP064274,0
CTSP064275,0
CTSP064276,0
CTSP064277,0
CTSP064278,0
CTSP064279,0
CTSP064280,0
CTSP064281,0
CTSP064282,0
CTSP064283,0
CTSP064284,0
CTSP064285,0
CTSP064286,0
CTSP064287,0
CTSP064288,0
CTSP064289,0
CTSP064290,0
CTSP064291,0
CTSP064292,0
CTSP064293,0
CTSP064294,0
CTSP064295,0
CTSP064296,0
CTSP064297,0
CTSP064298,0
CTSP064299,0
CTSP064300,0
CTSP064301,0
CTSP064302,0
CTSP064303,0
CTSP064304,0
CTSP064305,0
CTSP064306,0
CTSP064307,0
CTSP064308,0
CTSP064309,0
CTSP064310,0
CTSP064311,0
CTSP064312,0
CTSP064313,0
CTSP064314,0
CTSP064315,0
CTSP064316,0
CTSP064317,0
CTSP064318,0
CTSP064319,0
CTSP064320,0
CTSP064321,0
CTSP064322,0
CTSP064323,0
CTSP064324,0
CTSP064325,0
CTSP064326,0
CTSP064327,0
CTSP064328,0
CTSP064329,0
CTSP064330,0
CTSP064331,0
CTSP064332,0
CTSP064333,0
CTSP064334,0
CTSP064335,0
CTSP064336,0
CTSP064337,0
CTSP064338,0
CTSP064339,0
CTSP064340,0
CTSP064341,0
CTSP064342,0
CTSP064343,0
CTSP064344,0
CTSP064345,0
CTSP064346,0
CTSP064347,0
CTSP064348,0
CTSP064349,0
CTSP064350,0
CTSP064351,0
CTSP064352,0
CTSP064353,0
CTSP064354,0
CTSP064355,0
CTSP064356,0
CTSP064357,0
CTSP064358,0
CTSP064359,0
CTSP064360,0
CTSP064361,0
CTSP064362,0
CTSP064363,0
CTSP064364,0
CTSP064365,0
CTSP064366,0
CTSP064367,0
CTSP064368,0
CTSP064369,0
CTSP064370,0
CTSP064371,0
CTSP064372,0
CTSP064373,0
CTSP064374,0
CTSP064375,0
CTSP064376,0
CTSP064377,0
CTSP064378,0
CTSP064379,0
CTSP064380,0
CTSP064381,0
CTSP064382,0
CTSP064383,0
CTSP064384,0
CTSP064385,0
CTSP064386,0
CTSP064387,0
CTSP064388,0
CTSP064389,0
CTSP064390,0
CTSP064391,0
CTSP064392,0
CTSP064393,0
CTSP064394,0
CTSP064395,0
CTSP064396,0
CTSP064397,0
CTSP064398,0
CTSP064399,0
CTSP064400,0
CTSP064401,0
CTSP064402,0
CTSP064403,0
CTSP064404,0
CTSP064405,0
CTSP064406,0
CTSP064407,0
CTSP064408,0
CTSP064409,0
CTSP064410,0
CTSP064411,0
CTSP064412,0
CTSP064413,0
CTSP064414,0
CTSP064415,0
CTSP064416,0
CTSP064417,0
CTSP064418,0
CTSP064419,0
CTSP064420,0
CTSP064421,0
CTSP064422,0
CTSP064423,0
CTSP064424,0
CTSP064425,0
CTSP064426,0
CTSP064427,0
CTSP064428,0
CTSP064429,0
CTSP064430,0
CTSP064431,0
CTSP064432,0
CTSP064433,0
CTSP064434,0
CTSP064435,0
CTSP064436,0
CTSP064437,0
CTSP064438,0
CTSP064439,0
CTSP064440,0
CTSP064441,0
CTSP064442,0
CTSP064443,0
CTSP064444,0
CTSP064445,0
CTSP064446,0
CTSP064447,0
CTSP064448,0
CTSP064449,0
CTSP064450,0
CTSP064451,0
CTSP064452,0
CTSP064453,0
CTSP064454,0
CTSP064455,0
CTSP064456,0
CTSP064457,0
CTSP064458,0
CTSP064459,0
CTSP064460,0
CTSP064461,0
CTSP064462,0
CTSP064463,0
CTSP064464,0
CTSP064465,0
CTSP064466,0
CTSP064467,0
CTSP064468,0
CTSP064469,0
CTSP064470,0
CTSP064471,0
CTSP064472,0
CTSP064473,0
CTSP064474,0
CTSP064475,0
CTSP064476,0
CTSP064477,0
CTSP064478,0
CTSP064479,0
CTSP064480,0
CTSP064481,0
CTSP064482,0
CTSP064483,0
CTSP064484,0
CTSP064485,0
CTSP064486,0
CTSP064487,0
CTSP064488,0
CTSP064489,0
CTSP064490,0
CTSP064491,0
CTSP064492,0
CTSP064493,0
CTSP064494,0
CTSP064495,0
CTSP064496,0
CTSP064497,0
CTSP064498,0
CTSP064499,0
CTSP064500,0
CTSP064501,0
CTSP064502,0
CTSP064503,0
CTSP064504,0
CTSP064505,0
CTSP064506,0
CTSP064507,0
CTSP064508,0
CTSP064509,0
CTSP064510,0
CTSP064511,0
CTSP064512,0
CTSP064513,0
CTSP064514,0
CTSP064515,0
CTSP064516,0
CTSP064517,0
CTSP064518,0
CTSP064519,0
CTSP064520,0
CTSP064521,0
CTSP064522,0
CTSP064523,0
CTSP064524,0
CTSP064525,0
CTSP064526,0
CTSP064527,0
CTSP064528,0
CTSP064529,0
CTSP064530,0
CTSP064531,0
CTSP064532,0
CTSP064533,0
CTSP064534,0
CTSP064535,0
CTSP064536,0
CTSP064537,0
CTSP064538,0
CTSP064539,0
CTSP064540,0
CTSP064541,0
CTSP064542,0
CTSP064543,0
CTSP064544,0
CTSP064545,0
CTSP064546,0
CTSP064547,0
CTSP064548,0
CTSP064549,0
CTSP064550,0
CTSP064551,0
CTSP064552,0
CTSP064553,0
CTSP064554,0
CTSP064555,0
CTSP064556,0
CTSP064557,0
CTSP064558,0
CTSP064559,0
CTSP064560,0
CTSP064561,0
CTSP064562,0
CTSP064563,0
CTSP064564,0
CTSP064565,0
CTSP064566,0
CTSP064567,0
CTSP064568,0
CTSP064569,0
CTSP064570,0
CTSP064571,0
CTSP064572,0
CTSP064573,0
CTSP064574,0
CTSP064575,0
CTSP064576,0
CTSP064577,0
CTSP064578,0
CTSP064579,0
CTSP064580,0
CTSP064581,0
CTSP064582,0
CTSP064583,0
CTSP064584,0
CTSP064585,0
CTSP064586,0
CTSP064587,0
CTSP064588,0
CTSP064589,0
CTSP064590,0
CTSP064591,0
CTSP064592,0
CTSP064593,0
CTSP064594,0
CTSP064595,0
CTSP064596,0
CTSP064597,0
CTSP064598,0
CTSP064599,0
CTSP064600,0
CTSP064601,0
CTSP064602,0
CTSP064603,0
CTSP064604,0
CTSP064605,0
CTSP064606,0
CTSP064607,0
CTSP064608,0
CTSP064609,0
CTSP064610,0
CTSP064611,0
CTSP064612,0
CTSP064613,0
CTSP064614,0
CTSP064615,0
CTSP064616,0
CTSP064617,0
CTSP064618,0
CTSP064619,0
CTSP064620,0
CTSP064621,0
CTSP064622,0
CTSP064623,0
CTSP064624,0
CTSP064625,0
CTSP064626,0
CTSP064627,0
CTSP064628,0
CTSP064629,0
CTSP064630,0
CTSP064631,0
CTSP064632,0
CTSP064633,0
CTSP064634,0
CTSP064635,0
CTSP064636,0
CTSP064637,0
CTSP064638,0
CTSP064639,0
CTSP064640,0
CTSP064641,0
CTSP064642,0
CTSP064643,0
CTSP064644,0
CTSP064645,0
CTSP064646,0
CTSP064647,0
CTSP064648,0
CTSP064649,0
CTSP064650,0
CTSP064651,0
CTSP064652,0
CTSP064653,0
CTSP064654,0
CTSP064655,0
CTSP064656,0
CTSP064657,0
CTSP064658,0
CTSP064659,0
CTSP064660,0
CTSP064661,0
CTSP064662,0
CTSP064663,0
CTSP064664,0
CTSP064665,0
CTSP064666,0
CTSP064667,0
CTSP064668,0
CTSP064669,0
CTSP064670,0
CTSP064671,0
CTSP064672,0
CTSP064673,0
CTSP064674,0
CTSP064675,0
CTSP064676,0
CTSP064677,0
CTSP064678,0
CTSP064679,0
CTSP064680,0
CTSP064681,0
CTSP064682,0
CTSP064683,0
CTSP064684,0
CTSP064685,0
CTSP064686,0
CTSP064687,0
CTSP064688,0
CTSP064689,0
CTSP064690,0
CTSP064691,0
CTSP064692,0
CTSP064693,0
CTSP064694,0
CTSP064695,0
CTSP064696,0
CTSP064697,0
CTSP064698,0
CTSP064699,0
CTSP064700,0
CTSP064701,0
CTSP064702,0
CTSP064703,0
CTSP064704,0
CTSP064705,0
CTSP064706,0
CTSP064707,0
CTSP064708,0
CTSP064709,0
CTSP064710,0
CTSP064711,0
CTSP064712,0
CTSP064713,0
CTSP064714,0
CTSP064715,0
CTSP064716,0
CTSP064717,0
CTSP064718,0
CTSP064719,0
CTSP064720,0
CTSP064721,0
CTSP064722,0
CTSP064723,0
CTSP064724,0
CTSP064725,0
CTSP064726,0
CTSP064727,0
CTSP064728,0
CTSP064729,0
CTSP064730,0
CTSP064731,0
CTSP064732,0
CTSP064733,0
CTSP064734,0
CTSP064735,0
CTSP064736,0
CTSP064737,0
CTSP064738,0
CTSP064739,0
CTSP064740,0
CTSP064741,0
CTSP064742,0
CTSP064743,0
CTSP064744,0
CTSP064745,0
CTSP064746,0
CTSP064747,0
CTSP064748,0
CTSP064749,0
CTSP064750,0
CTSP064751,0
CTSP064752,0
CTSP064753,0
CTSP064754,0
CTSP064755,0
CTSP064756,0
CTSP064757,0
CTSP064758,0
CTSP064759,0
CTSP064760,0
CTSP064761,0
CTSP064762,0
CTSP064763,0
CTSP064764,0
CTSP064765,0
CTSP064766,0
CTSP064767,0
CTSP064768,0
CTSP064769,0
CTSP064770,0
CTSP064771,0
CTSP064772,0
CTSP064773,0
CTSP064774,0
CTSP064775,0
CTSP064776,0
CTSP064777,0
CTSP064778,0
CTSP064779,0
CTSP064780,0
CTSP064781,0
CTSP064782,0
CTSP064783,0
CTSP064784,0
CTSP064785,0
CTSP064786,0
CTSP064787,0
CTSP064788,0
CTSP064789,0
CTSP064790,0
CTSP064791,0
CTSP064792,0
CTSP064793,0
CTSP064794,0
CTSP064795,0
CTSP064796,0
CTSP064797,0
CTSP064798,0
CTSP064799,0
CTSP064800,0
CTSP064801,0
CTSP064802,0
CTSP064803,0
CTSP064804,0
CTSP064805,0
CTSP064806,0
CTSP064807,0
CTSP064808,0
CTSP064809,0
CTSP064810,0
CTSP064811,0
CTSP064812,0
CTSP064813,0
CTSP064814,0
CTSP064815,0
CTSP064816,0
CTSP064817,0
CTSP064818,0
CTSP064819,0
CTSP064820,0
CTSP064821,0
CTSP064822,0
CTSP064823,0
CTSP064824,0
CTSP064825,0
CTSP064826,0
CTSP064827,0
CTSP064828,0
CTSP064829,0
CTSP064830,0
CTSP064831,0
CTSP064832,0
CTSP064833,0
CTSP064834,0
CTSP064835,0
CTSP064836,0
CTSP064837,0
CTSP064838,0
CTSP064839,0
CTSP064840,0
CTSP064841,0
CTSP064842,0
CTSP064843,0
CTSP064844,0
CTSP064845,0
CTSP064846,0
CTSP064847,0
CTSP064848,0
CTSP064849,0
CTSP064850,0
CTSP064851,0
CTSP064852,0
CTSP064853,0
CTSP064854,0
CTSP064855,0
CTSP064856,0
CTSP064857,0
CTSP064858,0
CTSP064859,0
CTSP064860,0
CTSP064861,0
CTSP064862,0
CTSP064863,0
CTSP064864,0
CTSP064865,0
CTSP064866,0
CTSP064867,0
CTSP064868,0
CTSP064869,0
CTSP064870,0
CTSP064871,0
CTSP064872,0
CTSP064873,0
CTSP064874,0
CTSP064875,0
CTSP064876,0
CTSP064877,0
CTSP064878,0
CTSP064879,0
CTSP064880,0
CTSP064881,0
CTSP064882,0
CTSP064883,0
CTSP064884,0
CTSP064885,0
CTSP064886,0
CTSP064887,0
CTSP064888,0
CTSP064889,0
CTSP064890,0
CTSP064891,0
CTSP064892,0
CTSP064893,0
CTSP064894,0
CTSP064895,0
CTSP064896,0
CTSP064897,0
CTSP064898,0
CTSP064899,0
CTSP064900,0
CTSP064901,0
CTSP064902,0
CTSP064903,0
CTSP064904,0
CTSP064905,0
CTSP064906,0
CTSP064907,0
CTSP064908,0
CTSP064909,0
CTSP064910,0
CTSP064911,0
CTSP064912,0
CTSP064913,0
CTSP064914,0
CTSP064915,0
CTSP064916,0
CTSP064917,0
CTSP064918,0
CTSP064919,0
CTSP064920,0
CTSP064921,0
CTSP064922,0
CTSP064923,0
CTSP064924,0
CTSP064925,0
CTSP064926,0
CTSP064927,0
CTSP064928,0
CTSP064929,0
CTSP064930,0
CTSP064931,0
CTSP064932,0
CTSP064933,0
CTSP064934,0
CTSP064935,0
CTSP064936,0
CTSP064937,0
CTSP064938,0
CTSP064939,0
CTSP064940,0
CTSP064941,0
CTSP064942,0
CTSP064943,0
CTSP064944,0
CTSP064945,0
CTSP064946,0
CTSP064947,0
CTSP064948,0
CTSP064949,0
CTSP064950,0
CTSP064951,0
CTSP064952,0
CTSP064953,0
CTSP064954,0
CTSP064955,0
CTSP064956,0
CTSP064957,0
CTSP064958,0
CTSP064959,0
CTSP064960,0
CTSP064961,0
CTSP064962,0
CTSP064963,0
CTSP064964,0
CTSP064965,0
CTSP064966,0
CTSP064967,0
CTSP064968,0
CTSP064969,0
CTSP064970,0
CTSP064971,0
CTSP064972,0
CTSP064973,0
CTSP064974,0
CTSP064975,0
CTSP064976,0
CTSP064977,0
CTSP064978,0
CTSP064979,0
CTSP064980,0
CTSP064981,0
CTSP064982,0
CTSP064983,0
CTSP064984,0
CTSP064985,0
CTSP064986,0
CTSP064987,0
CTSP064988,0
CTSP064989,0
CTSP064990,0
CTSP064991,0
CTSP064992,0
CTSP064993,0
CTSP064994,0
CTSP064995,0
CTSP064996,0
CTSP064997,0
CTSP064998,0
CTSP064999,0
CTSP065000,0
CTSP065001,0
CTSP065002,0
CTSP065003,0
CTSP065004,0
CTSP065005,0
CTSP065006,0
CTSP065007,0
CTSP065008,0
CTSP065009,0
CTSP065010,0
CTSP065011,0
CTSP065012,0
CTSP065013,0
CTSP065014,0
CTSP065015,0
CTSP065016,0
CTSP065017,0
CTSP065018,0
CTSP065019,0
CTSP065020,0
CTSP065021,0
CTSP065022,0
CTSP065023,0
CTSP065024,0
CTSP065025,0
CTSP065026,0
CTSP065027,0
CTSP065028,0
CTSP065029,0
CTSP065030,0
CTSP065031,0
CTSP065032,0
CTSP065033,0
CTSP065034,0
CTSP065035,0
CTSP065036,0
CTSP065037,0
CTSP065038,0
CTSP065039,0
CTSP065040,0
CTSP065041,0
CTSP065042,0
CTSP065043,0
CTSP065044,0
CTSP065045,0
CTSP065046,0
CTSP065047,0
CTSP065048,0
CTSP065049,0
CTSP065050,0
CTSP065051,0
CTSP065052,0
CTSP065053,0
CTSP065054,0
CTSP065055,0
CTSP065056,0
CTSP065057,0
CTSP065058,0
CTSP065059,0
CTSP065060,0
CTSP065061,0
CTSP065062,0
CTSP065063,0
CTSP065064,0
CTSP065065,0
CTSP065066,0
CTSP065067,0
CTSP065068,0
CTSP065069,0
CTSP065070,0
CTSP065071,0
CTSP065072,0
CTSP065073,0
CTSP065074,0
CTSP065075,0
CTSP065076,0
CTSP065077,0
CTSP065078,0
CTSP065079,0
CTSP065080,0
CTSP065081,0
CTSP065082,0
CTSP065083,0
CTSP065084,0
CTSP065085,0
CTSP065086,0
CTSP065087,0
CTSP065088,0
CTSP065089,0
CTSP065090,0
CTSP065091,0
CTSP065092,0
CTSP065093,0
CTSP065094,0
CTSP065095,0
CTSP065096,0
CTSP065097,0
CTSP065098,0
CTSP065099,0
CTSP065100,0
CTSP065101,0
CTSP065102,0
CTSP065103,0
CTSP065104,0
CTSP065105,0
CTSP065106,0
CTSP065107,0
CTSP065108,0
CTSP065109,0
CTSP065110,0
CTSP065111,0
CTSP065112,0
CTSP065113,0
CTSP065114,0
CTSP065115,0
CTSP065116,0
CTSP065117,0
CTSP065118,0
CTSP065119,0
CTSP065120,0
CTSP065121,0
CTSP065122,0
CTSP065123,0
CTSP065124,0
CTSP065125,0
CTSP065126,0
CTSP065127,0
CTSP065128,0
CTSP065129,0
CTSP065130,0
CTSP065131,0
CTSP065132,0
CTSP065133,0
CTSP065134,0
CTSP065135,0
CTSP065136,0
CTSP065137,0
CTSP065138,0
CTSP065139,0
CTSP065140,0
CTSP065141,0
CTSP065142,0
CTSP065143,0
CTSP065144,0
CTSP065145,0
CTSP065146,0
CTSP065147,0
CTSP065148,0
CTSP065149,0
CTSP065150,0
CTSP065151,0
CTSP065152,0
CTSP065153,0
CTSP065154,0
CTSP065155,0
CTSP065156,0
CTSP065157,0
CTSP065158,0
CTSP065159,0
CTSP065160,0
CTSP065161,0
CTSP065162,0
CTSP065163,0
CTSP065164,0
CTSP065165,0
CTSP065166,0
CTSP065167,0
CTSP065168,0
CTSP065169,0
CTSP065170,0
CTSP065171,0
CTSP065172,0
CTSP065173,0
CTSP065174,0
CTSP065175,0
CTSP065176,0
CTSP065177,0
CTSP065178,0
CTSP065179,0
CTSP065180,0
CTSP065181,0
CTSP065182,0
CTSP065183,0
CTSP065184,0
CTSP065185,0
CTSP065186,0
CTSP065187,0
CTSP065188,0
CTSP065189,0
CTSP065190,0
CTSP065191,0
CTSP065192,0
CTSP065193,0
CTSP065194,0
CTSP065195,0
CTSP065196,0
CTSP065197,0
CTSP065198,0
CTSP065199,0
CTSP065200,0
CTSP065201,0
CTSP065202,0
CTSP065203,0
CTSP065204,0
CTSP065205,0
CTSP065206,0
CTSP065207,0
CTSP065208,0
CTSP065209,0
CTSP065210,0
CTSP065211,0
CTSP065212,0
CTSP065213,0
CTSP065214,0
CTSP065215,0
CTSP065216,0
CTSP065217,0
CTSP065218,0
CTSP065219,0
CTSP065220,0
CTSP065221,0
CTSP065222,0
CTSP065223,0
CTSP065224,0
CTSP065225,0
CTSP065226,0
CTSP065227,0
CTSP065228,0
CTSP065229,0
CTSP065230,0
CTSP065231,0
CTSP065232,0
CTSP065233,0
CTSP065234,0
CTSP065235,0
CTSP065236,0
CTSP065237,0
CTSP065238,0
CTSP065239,0
CTSP065240,0
CTSP065241,0
CTSP065242,0
CTSP065243,0
CTSP065244,0
CTSP065245,0
CTSP065246,0
CTSP065247,0
CTSP065248,0
CTSP065249,0
CTSP065250,0
CTSP065251,0
CTSP065252,0
CTSP065253,0
CTSP065254,0
CTSP065255,0
CTSP065256,0
CTSP065257,0
CTSP065258,0
CTSP065259,0
CTSP065260,0
CTSP065261,0
CTSP065262,0
CTSP065263,0
CTSP065264,0
CTSP065265,0
CTSP065266,0
CTSP065267,0
CTSP065268,0
CTSP065269,0
CTSP065270,0
CTSP065271,0
CTSP065272,0
CTSP065273,0
CTSP065274,0
CTSP065275,0
CTSP065276,0
CTSP065277,0
CTSP065278,0
CTSP065279,0
CTSP065280,0
CTSP065281,0
CTSP065282,0
CTSP065283,0
CTSP065284,0
CTSP065285,0
CTSP065286,0
CTSP065287,0
CTSP065288,0
CTSP065289,0
CTSP065290,0
CTSP065291,0
CTSP065292,0
CTSP065293,0
CTSP065294,0
CTSP065295,0
CTSP065296,0
CTSP065297,0
CTSP065298,0
CTSP065299,0
CTSP065300,0
CTSP065301,0
CTSP065302,0
CTSP065303,0
CTSP065304,0
CTSP065305,0
CTSP065306,0
CTSP065307,0
CTSP065308,0
CTSP065309,0
CTSP065310,0
CTSP065311,0
CTSP065312,0
CTSP065313,0
CTSP065314,0
CTSP065315,0
CTSP065316,0
CTSP065317,0
CTSP065318,0
CTSP065319,0
CTSP065320,0
CTSP065321,0
CTSP065322,0
CTSP065323,0
CTSP065324,0
CTSP065325,0
CTSP065326,0
CTSP065327,0
CTSP065328,0
CTSP065329,0
CTSP065330,0
CTSP065331,0
CTSP065332,0
CTSP065333,0
CTSP065334,0
CTSP065335,0
CTSP065336,0
CTSP065337,0
CTSP065338,0
CTSP065339,0
CTSP065340,0
CTSP065341,0
CTSP065342,0
CTSP065343,0
CTSP065344,0
CTSP065345,0
CTSP065346,0
CTSP065347,0
CTSP065348,0
CTSP065349,0
CTSP065350,0
CTSP065351,0
CTSP065352,0
CTSP065353,0
CTSP065354,0
CTSP065355,0
CTSP065356,0
CTSP065357,0
CTSP065358,0
CTSP065359,0
CTSP065360,0
CTSP065361,0
CTSP065362,0
CTSP065363,0
CTSP065364,0
CTSP065365,0
CTSP065366,0
CTSP065367,0
CTSP065368,0
CTSP065369,0
CTSP065370,0
CTSP065371,0
CTSP065372,0
CTSP065373,0
CTSP065374,0
CTSP065375,0
CTSP065376,0
CTSP065377,0
CTSP065378,0
CTSP065379,0
CTSP065380,0
CTSP065381,0
CTSP065382,0
CTSP065383,0
CTSP065384,0
CTSP065385,0
CTSP065386,0
CTSP065387,0
CTSP065388,0
CTSP065389,0
CTSP065390,0
CTSP065391,0
CTSP065392,0
CTSP065393,0
CTSP065394,0
CTSP065395,0
CTSP065396,0
CTSP065397,0
CTSP065398,0
CTSP065399,0
CTSP065400,0
CTSP065401,0
CTSP065402,0
CTSP065403,0
CTSP065404,0
CTSP065405,0
CTSP065406,0
CTSP065407,0
CTSP065408,0
CTSP065409,0
CTSP065410,0
CTSP065411,0
CTSP065412,0
CTSP065413,0
CTSP065414,0
CTSP065415,0
CTSP065416,0
CTSP065417,0
CTSP065418,0
CTSP065419,0
CTSP065420,0
CTSP065421,0
CTSP065422,0
CTSP065423,0
CTSP065424,0
CTSP065425,0
CTSP065426,0
CTSP065427,0
CTSP065428,0
CTSP065429,0
CTSP065430,0
CTSP065431,0
CTSP065432,0
CTSP065433,0
CTSP065434,0
CTSP065435,0
CTSP065436,0
CTSP065437,0
CTSP065438,0
CTSP065439,0
CTSP065440,0
CTSP065441,0
CTSP065442,0
CTSP065443,0
CTSP065444,0
CTSP065445,0
CTSP065446,0
CTSP065447,0
CTSP065448,0
CTSP065449,0
CTSP065450,0
CTSP065451,0
CTSP065452,0
CTSP065453,0
CTSP065454,0
CTSP065455,0
CTSP065456,0
CTSP065457,0
CTSP065458,0
CTSP065459,0
CTSP065460,0
CTSP065461,0
CTSP065462,0
CTSP065463,0
CTSP065464,0
CTSP065465,0
CTSP065466,0
CTSP065467,0
CTSP065468,0
CTSP065469,0
CTSP065470,0
CTSP065471,0
CTSP065472,0
CTSP065473,0
CTSP065474,0
CTSP065475,0
CTSP065476,0
CTSP065477,0
CTSP065478,0
